TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.lang3.StringUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8121531696200591,4729,3832
